# Wavelength(micron) (rp/rs)^2 Error_Bars
3.337516515233470482e+00 3.028750720370582388e-03 1.000000000000000082e-05
3.325997526632606061e+00 3.056568775282477932e-03 1.000000000000000082e-05
3.314518294268986143e+00 3.052274116053209797e-03 1.000000000000000082e-05
3.303078680929314448e+00 3.001643261253679300e-03 1.000000000000000082e-05
3.291678549873867432e+00 2.997375960164233317e-03 1.000000000000000082e-05
3.280317764834859595e+00 3.003874317686475778e-03 1.000000000000000082e-05
3.268996190014816339e+00 3.008223568505908555e-03 1.000000000000000082e-05
3.257713690084949931e+00 3.019815059477519610e-03 1.000000000000000082e-05
3.246470130183541247e+00 3.013213456662483265e-03 1.000000000000000082e-05
3.235265375914329500e+00 3.015639349391709655e-03 1.000000000000000082e-05
3.224099293344901085e+00 3.009656916105449623e-03 1.000000000000000082e-05
3.212971749005095301e+00 3.009382533452782497e-03 1.000000000000000082e-05
3.201882609885404740e+00 3.011413744992261568e-03 1.000000000000000082e-05
3.190831743435386336e+00 3.000892050030645221e-03 1.000000000000000082e-05
3.179819017562078187e+00 3.010818931544671003e-03 1.000000000000000082e-05
3.168844300628416377e+00 2.998116975384973199e-03 1.000000000000000082e-05
3.157907461451666897e+00 2.995171106285819153e-03 1.000000000000000082e-05
3.147008369301856234e+00 2.984223130128727929e-03 1.000000000000000082e-05
3.136146893900205068e+00 2.982508521240080212e-03 1.000000000000000082e-05
3.125322905417576180e+00 2.981407210970570161e-03 1.000000000000000082e-05
3.114536274472918365e+00 2.963005706345210079e-03 1.000000000000000082e-05
3.103786872131721886e+00 2.955915558839996779e-03 1.000000000000000082e-05
3.093074569904478377e+00 2.961918662825870595e-03 1.000000000000000082e-05
3.082399239745142960e+00 2.945535704444779412e-03 1.000000000000000082e-05
3.071760754049604358e+00 2.942590380631698605e-03 1.000000000000000082e-05
3.061158985654159004e+00 2.941507919544232748e-03 1.000000000000000082e-05
3.050593807833992699e+00 2.944774888365650836e-03 1.000000000000000082e-05
3.040065094301664494e+00 2.945043669016036633e-03 1.000000000000000082e-05
3.029572719205598119e+00 2.936991076079850226e-03 1.000000000000000082e-05
3.019116557128576961e+00 2.946174033875391830e-03 1.000000000000000082e-05
3.008696483086243045e+00 2.943720404476999133e-03 1.000000000000000082e-05
2.998312372525607561e+00 2.936355843627161052e-03 1.000000000000000082e-05
2.987964101323558719e+00 2.934475725227733093e-03 1.000000000000000082e-05
2.977651545785378939e+00 2.941374752458395577e-03 1.000000000000000082e-05
2.967374582643266923e+00 2.944480822474286781e-03 1.000000000000000082e-05
2.957133089054861053e+00 2.931509983698351619e-03 1.000000000000000082e-05
2.946926942601776123e+00 2.934978558180307943e-03 1.000000000000000082e-05
2.936756021288137397e+00 2.927913717771209959e-03 1.000000000000000082e-05
2.926620203539121334e+00 2.926614308501794982e-03 1.000000000000000082e-05
2.916519368199505191e+00 2.924205842410342471e-03 1.000000000000000082e-05
2.906453394532213519e+00 2.939217789477110033e-03 1.000000000000000082e-05
2.896422162216882867e+00 2.931604350853087883e-03 1.000000000000000082e-05
2.886425551348417162e+00 2.933981492415459538e-03 1.000000000000000082e-05
2.876463442435556850e+00 2.938740261889723031e-03 1.000000000000000082e-05
2.866535716399450706e+00 2.944341925201799780e-03 1.000000000000000082e-05
2.856642254572232531e+00 2.959118521784577082e-03 1.000000000000000082e-05
2.846782938695599618e+00 2.961683977988973336e-03 1.000000000000000082e-05
2.836957650919405438e+00 2.981716928974975644e-03 1.000000000000000082e-05
2.827166273800245655e+00 2.977849058588060045e-03 1.000000000000000082e-05
2.817408690300056140e+00 2.995985862867758202e-03 1.000000000000000082e-05
2.807684783784714089e+00 2.998692791456993544e-03 1.000000000000000082e-05
2.797994438022642694e+00 3.003208022406329662e-03 1.000000000000000082e-05
2.788337537183423809e+00 3.000520047236567532e-03 1.000000000000000082e-05
2.778713965836412392e+00 3.015134754420774159e-03 1.000000000000000082e-05
2.769123608949356719e+00 3.001161683415559406e-03 1.000000000000000082e-05
2.759566351887023483e+00 3.009768760393536670e-03 1.000000000000000082e-05
2.750042080409825562e+00 2.998727465088754044e-03 1.000000000000000082e-05
2.740550680672460437e+00 2.987131367506174872e-03 1.000000000000000082e-05
2.731092039222547285e+00 2.974718725579186471e-03 1.000000000000000082e-05
2.721666042999270285e+00 2.992850000362560266e-03 1.000000000000000082e-05
2.712272579332028144e+00 3.007084165532730464e-03 1.000000000000000082e-05
2.702911535939085841e+00 3.009950241803129554e-03 1.000000000000000082e-05
2.693582800926234810e+00 3.012845134810012652e-03 1.000000000000000082e-05
2.684286262785454458e+00 3.019473414655548128e-03 1.000000000000000082e-05
2.675021810393577670e+00 3.014611402056353862e-03 1.000000000000000082e-05
2.665789333010966544e+00 2.992648872469280078e-03 1.000000000000000082e-05
2.656588720280182336e+00 2.973376815647773511e-03 1.000000000000000082e-05
2.647419862224673626e+00 2.957329926611753333e-03 1.000000000000000082e-05
2.638282649247456479e+00 2.969650415056872446e-03 1.000000000000000082e-05
2.629176972129806611e+00 2.976803592154362091e-03 1.000000000000000082e-05
2.620102722029954645e+00 2.982186004067590400e-03 1.000000000000000082e-05
2.611059790481780496e+00 2.981322222846174898e-03 1.000000000000000082e-05
2.602048069393523733e+00 2.990360344739428911e-03 1.000000000000000082e-05
2.593067451046486838e+00 2.995349333632409908e-03 1.000000000000000082e-05
2.584117828093748237e+00 2.994226939604024366e-03 1.000000000000000082e-05
2.575199093558881991e+00 2.984610179960228964e-03 1.000000000000000082e-05
2.566311140834673488e+00 2.988541896793770261e-03 1.000000000000000082e-05
2.557453863681850681e+00 2.991500113388667614e-03 1.000000000000000082e-05
2.548627156227812218e+00 2.990221737263152376e-03 1.000000000000000082e-05
2.539830912965361343e+00 2.969081659922122741e-03 1.000000000000000082e-05
2.531065028751445567e+00 2.965920077100802233e-03 1.000000000000000082e-05
2.522329398805897682e+00 2.978625037222024444e-03 1.000000000000000082e-05
2.513623918710186977e+00 2.982034841809768320e-03 1.000000000000000082e-05
2.504948484406169129e+00 2.973191289434851114e-03 1.000000000000000082e-05
2.496302992194841863e+00 2.980806716811420457e-03 1.000000000000000082e-05
2.487687338735106390e+00 2.981806681122433234e-03 1.000000000000000082e-05
2.479101421042532394e+00 2.974228021548585600e-03 1.000000000000000082e-05
2.470545136488123905e+00 2.982622761915529677e-03 1.000000000000000082e-05
2.462018382797097615e+00 2.994871054143780683e-03 1.000000000000000082e-05
2.453521058047657633e+00 2.980454510989989474e-03 1.000000000000000082e-05
2.445053060669776901e+00 2.992141079794772597e-03 1.000000000000000082e-05
2.436614289443983505e+00 3.013505197169380739e-03 1.000000000000000082e-05
2.428204643500150528e+00 3.006552778726446617e-03 1.000000000000000082e-05
2.419824022316292123e+00 3.009871955854061167e-03 1.000000000000000082e-05
2.411472325717358700e+00 2.999251582646860100e-03 1.000000000000000082e-05
2.403149453874043218e+00 3.013417126193091138e-03 1.000000000000000082e-05
2.394855307301584801e+00 3.019623501813019882e-03 1.000000000000000082e-05
2.386589786858580808e+00 3.020113848556878026e-03 1.000000000000000082e-05
2.378352793745801996e+00 3.024433009364348689e-03 1.000000000000000082e-05
2.370144229505012134e+00 3.032929666284681688e-03 1.000000000000000082e-05
2.361963996017789391e+00 3.022895814630023863e-03 1.000000000000000082e-05
2.353811995504354826e+00 3.021474980497574746e-03 1.000000000000000082e-05
2.345688130522402659e+00 3.034292694406505019e-03 1.000000000000000082e-05
2.337592303965936757e+00 3.020739213751036985e-03 1.000000000000000082e-05
2.329524419064110230e+00 3.017363522361029768e-03 1.000000000000000082e-05
2.321484379380064134e+00 3.032459951672450416e-03 1.000000000000000082e-05
2.313472088809783500e+00 3.008919339551360209e-03 1.000000000000000082e-05
2.305487451580938707e+00 3.018846864243166991e-03 1.000000000000000082e-05
2.297530372251747721e+00 3.032892995236671427e-03 1.000000000000000082e-05
2.289600755709833457e+00 3.024196871655303754e-03 1.000000000000000082e-05
2.281698507171085577e+00 3.014197411193191185e-03 1.000000000000000082e-05
2.273823532178528062e+00 3.017414431696170511e-03 1.000000000000000082e-05
2.265975736601190338e+00 3.018766896427831255e-03 1.000000000000000082e-05
2.258155026632982398e+00 3.028927111764928310e-03 1.000000000000000082e-05
2.250361308791574366e+00 3.029146342995277935e-03 1.000000000000000082e-05
2.242594489917276501e+00 3.020835001050087027e-03 1.000000000000000082e-05
2.234854477171928533e+00 3.005265386361289769e-03 1.000000000000000082e-05
2.227141178037786773e+00 2.998517756674018171e-03 1.000000000000000082e-05
2.219454500316421885e+00 2.997548631823084789e-03 1.000000000000000082e-05
2.211794352127613994e+00 2.996722308756224421e-03 1.000000000000000082e-05
2.204160641908255780e+00 3.022618809538084490e-03 1.000000000000000082e-05
2.196553278411258692e+00 3.009204974656671909e-03 1.000000000000000082e-05
2.188972170704458264e+00 2.966541940827092938e-03 1.000000000000000082e-05
2.181417228169532763e+00 2.971439495455231294e-03 1.000000000000000082e-05
2.173888360500916495e+00 2.982313738481952130e-03 1.000000000000000082e-05
2.166385477704721563e+00 2.981123105655843035e-03 1.000000000000000082e-05
2.158908490097661392e+00 2.978451852886092495e-03 1.000000000000000082e-05
2.151457308305980476e+00 2.968381938075572921e-03 1.000000000000000082e-05
2.144031843264382342e+00 2.962527362669220565e-03 1.000000000000000082e-05
2.136632006214969515e+00 2.957060795043220131e-03 1.000000000000000082e-05
2.129257708706179475e+00 2.950960475841449878e-03 1.000000000000000082e-05
2.121908862591728617e+00 2.951006465731773401e-03 1.000000000000000082e-05
2.114585380029558870e+00 2.942868842324377308e-03 1.000000000000000082e-05
2.107287173480786091e+00 2.942792442053515384e-03 1.000000000000000082e-05
2.100014155708655128e+00 2.946530865117689447e-03 1.000000000000000082e-05
2.092766239777497983e+00 2.949056988947190445e-03 1.000000000000000082e-05
2.085543339051691536e+00 2.949955106732808554e-03 1.000000000000000082e-05
2.078345367194625481e+00 2.948070134327014473e-03 1.000000000000000082e-05
2.071172238167667601e+00 2.955221206705916769e-03 1.000000000000000082e-05
2.064023866229136139e+00 2.952542440675588308e-03 1.000000000000000082e-05
2.056900165933276181e+00 2.952112348645768731e-03 1.000000000000000082e-05
2.049801052129237799e+00 2.947931390650910914e-03 1.000000000000000082e-05
2.042726439960056428e+00 2.933854365574771906e-03 1.000000000000000082e-05
2.035676244861639450e+00 2.945689816508369197e-03 1.000000000000000082e-05
2.028650382561757670e+00 2.961691483719437572e-03 1.000000000000000082e-05
2.021648769079035013e+00 2.963614376513900184e-03 1.000000000000000082e-05
2.014671320721946213e+00 2.985115140983105389e-03 1.000000000000000082e-05
2.007717954087816281e+00 2.977795779732271032e-03 1.000000000000000082e-05
2.000788586061821750e+00 2.976459713339844101e-03 1.000000000000000082e-05
1.993883133816000131e+00 2.935771292054203084e-03 1.000000000000000082e-05
1.987001514808258484e+00 2.926266824312816640e-03 1.000000000000000082e-05
1.980143646781386879e+00 2.937607201703224934e-03 1.000000000000000082e-05
1.973309447762074287e+00 2.953413256352796848e-03 1.000000000000000082e-05
1.966498836059930255e+00 2.967667926255647924e-03 1.000000000000000082e-05
1.959711730266506580e+00 2.964115865811578487e-03 1.000000000000000082e-05
1.952948049254327190e+00 2.976881538292931294e-03 1.000000000000000082e-05
1.946207712175915150e+00 2.963159518128686588e-03 1.000000000000000082e-05
1.939490638462828764e+00 2.955635447961777774e-03 1.000000000000000082e-05
1.932796747824695682e+00 2.946584095769487748e-03 1.000000000000000082e-05
1.926125960248256330e+00 2.955296552907126385e-03 1.000000000000000082e-05
1.919478195996406011e+00 2.959696363132954203e-03 1.000000000000000082e-05
1.912853375607242112e+00 2.955158363787765367e-03 1.000000000000000082e-05
1.906251419893113974e+00 2.962887502407286332e-03 1.000000000000000082e-05
1.899672249939674984e+00 2.955997952173998640e-03 1.000000000000000082e-05
1.893115787104942660e+00 2.959803208031694735e-03 1.000000000000000082e-05
1.886581953018356517e+00 2.956336023207679214e-03 1.000000000000000082e-05
1.880070669579839704e+00 2.963765282010819360e-03 1.000000000000000082e-05
1.873581858958870194e+00 2.972092366250878980e-03 1.000000000000000082e-05
1.867115443593545088e+00 2.971371036118980197e-03 1.000000000000000082e-05
1.860671346189656239e+00 2.977169476794964183e-03 1.000000000000000082e-05
1.854249489719767219e+00 2.982100027573699949e-03 1.000000000000000082e-05
1.847849797422290719e+00 2.987587389616882475e-03 1.000000000000000082e-05
1.841472192800571728e+00 2.980995885383710096e-03 1.000000000000000082e-05
1.835116599621973377e+00 2.993900725456090893e-03 1.000000000000000082e-05
1.828782941916964777e+00 2.992535905395772404e-03 1.000000000000000082e-05
1.822471143978214414e+00 2.991684396264122740e-03 1.000000000000000082e-05
1.816181130359683538e+00 2.986371318825466713e-03 1.000000000000000082e-05
1.809912825875726661e+00 2.983640259388883279e-03 1.000000000000000082e-05
1.803666155600190946e+00 2.992947755792021124e-03 1.000000000000000082e-05
1.797441044865519366e+00 2.998737378461304413e-03 1.000000000000000082e-05
1.791237419261862085e+00 3.012246348273280982e-03 1.000000000000000082e-05
1.785055204636183612e+00 3.001448757975512093e-03 1.000000000000000082e-05
1.778894327091378846e+00 2.987740611912724931e-03 1.000000000000000082e-05
1.772754712985387560e+00 3.013308378680352832e-03 1.000000000000000082e-05
1.766636288930314658e+00 3.009364958177667033e-03 1.000000000000000082e-05
1.760538981791555102e+00 3.001405486964395849e-03 1.000000000000000082e-05
1.754462718686916833e+00 2.997563193633440409e-03 1.000000000000000082e-05
1.748407426985751467e+00 2.999060405189721626e-03 1.000000000000000082e-05
1.742373034308085433e+00 3.006563276155833735e-03 1.000000000000000082e-05
1.736359468523754224e+00 3.011058999476290410e-03 1.000000000000000082e-05
1.730366657751541970e+00 3.020774552465009012e-03 1.000000000000000082e-05
1.724394530358320354e+00 3.005544056348204932e-03 1.000000000000000082e-05
1.718443014958193293e+00 2.997596883804640525e-03 1.000000000000000082e-05
1.712512040411644287e+00 3.021454134131027272e-03 1.000000000000000082e-05
1.706601535824683546e+00 3.011275606394348252e-03 1.000000000000000082e-05
1.700711430548004000e+00 3.018146616159247085e-03 1.000000000000000082e-05
1.694841654176134194e+00 3.004812789563369481e-03 1.000000000000000082e-05
1.688992136546598521e+00 2.998806837216086082e-03 1.000000000000000082e-05
1.683162807739077449e+00 2.992686031071492211e-03 1.000000000000000082e-05
1.677353598074570851e+00 2.994338718013595229e-03 1.000000000000000082e-05
1.671564438114567119e+00 3.000006539328508876e-03 1.000000000000000082e-05
1.665795258660213385e+00 2.996567152817196725e-03 1.000000000000000082e-05
1.660045990751485512e+00 2.987023915770291738e-03 1.000000000000000082e-05
1.654316565666367200e+00 2.988472254762414553e-03 1.000000000000000082e-05
1.648606914920025091e+00 3.000224306613738859e-03 1.000000000000000082e-05
1.642916970263993637e+00 2.980665384287616449e-03 1.000000000000000082e-05
1.637246663685356651e+00 2.984235978020094177e-03 1.000000000000000082e-05
1.631595927405935953e+00 2.981355069132372339e-03 1.000000000000000082e-05
1.625964693881481571e+00 2.978997137636180820e-03 1.000000000000000082e-05
1.620352895800860393e+00 2.982120501718882582e-03 1.000000000000000082e-05
1.614760466085257251e+00 2.960626882321494135e-03 1.000000000000000082e-05
1.609187337887370006e+00 2.954236881578800253e-03 1.000000000000000082e-05
1.603633444590610413e+00 2.943447505872088654e-03 1.000000000000000082e-05
1.598098719808308532e+00 2.931650846118845181e-03 1.000000000000000082e-05
1.592583097382920032e+00 2.914780987466678366e-03 1.000000000000000082e-05
1.587086511385232601e+00 2.917088194524972491e-03 1.000000000000000082e-05
1.581608896113581242e+00 2.933422781028657313e-03 1.000000000000000082e-05
1.576150186093060457e+00 2.936511378269010888e-03 1.000000000000000082e-05
1.570710316074743762e+00 2.944251125250310283e-03 1.000000000000000082e-05
1.565289221034901423e+00 2.929236585981534122e-03 1.000000000000000082e-05
1.559886836174224412e+00 2.933873657853999176e-03 1.000000000000000082e-05
1.554503096917050353e+00 2.925452703011571527e-03 1.000000000000000082e-05
1.549137938910590817e+00 2.910831701807836680e-03 1.000000000000000082e-05
1.543791298024162373e+00 2.920157693021768058e-03 1.000000000000000082e-05
1.538463110348420537e+00 2.918681051479137152e-03 1.000000000000000082e-05
1.533153312194593498e+00 2.929723753783974871e-03 1.000000000000000082e-05
1.527861840093724721e+00 2.929021573655778664e-03 1.000000000000000082e-05
1.522588630795911113e+00 2.921845518736942027e-03 1.000000000000000082e-05
1.517333621269548738e+00 2.920852107211456983e-03 1.000000000000000082e-05
1.512096748700578752e+00 2.922821984409296192e-03 1.000000000000000082e-05
1.506877950491735341e+00 2.933039613816780522e-03 1.000000000000000082e-05
1.501677164261799868e+00 2.937649623958713332e-03 1.000000000000000082e-05
1.496494327844854144e+00 2.939266700576417465e-03 1.000000000000000082e-05
1.491329379289536794e+00 2.938599690959511034e-03 1.000000000000000082e-05
1.486182256858303852e+00 2.945601611590776669e-03 1.000000000000000082e-05
1.481052899026688685e+00 2.951859455935371742e-03 1.000000000000000082e-05
1.475941244482569692e+00 2.961139989876980950e-03 1.000000000000000082e-05
1.470847232125435111e+00 2.961196250954772728e-03 1.000000000000000082e-05
1.465770801065653384e+00 2.968074559098054111e-03 1.000000000000000082e-05
1.460711890623745735e+00 2.968836250339825997e-03 1.000000000000000082e-05
1.455670440329659421e+00 2.977562028407513325e-03 1.000000000000000082e-05
1.450646389922046753e+00 2.987615010162049910e-03 1.000000000000000082e-05
1.445639679347544115e+00 2.982521897328419599e-03 1.000000000000000082e-05
1.440650248760053431e+00 2.994238112492280009e-03 1.000000000000000082e-05
1.435678038520027844e+00 2.993205492677803153e-03 1.000000000000000082e-05
1.430722989193757622e+00 2.999373604885303361e-03 1.000000000000000082e-05
1.425785041552661170e+00 2.998287587774010107e-03 1.000000000000000082e-05
1.420864136572576264e+00 3.005715041906088358e-03 1.000000000000000082e-05
1.415960215433054614e+00 3.003944437755133069e-03 1.000000000000000082e-05
1.411073219516658872e+00 3.010543964006018314e-03 1.000000000000000082e-05
1.406203090408260969e+00 3.016741101001175606e-03 1.000000000000000082e-05
1.401349769894345787e+00 3.015072319351966897e-03 1.000000000000000082e-05
1.396513199962314378e+00 3.023068570253233806e-03 1.000000000000000082e-05
1.391693322799789856e+00 3.013916490770130862e-03 1.000000000000000082e-05
1.386890080793927060e+00 3.013035848211733335e-03 1.000000000000000082e-05
1.382103416530724660e+00 3.018794934341975308e-03 1.000000000000000082e-05
1.377333272794336594e+00 3.015489126494613498e-03 1.000000000000000082e-05
1.372579592566390394e+00 3.010476295493720415e-03 1.000000000000000082e-05
1.367842319025305065e+00 2.999456739135717212e-03 1.000000000000000082e-05
1.363121395545610959e+00 3.003551476382426699e-03 1.000000000000000082e-05
1.358416765697274764e+00 3.010399842667565041e-03 1.000000000000000082e-05
1.353728373245021821e+00 2.996302497910582289e-03 1.000000000000000082e-05
1.349056162147667770e+00 2.999475055863543970e-03 1.000000000000000082e-05
1.344400076557446422e+00 2.990254272371719278e-03 1.000000000000000082e-05
1.339760060819342069e+00 2.981735231518183211e-03 1.000000000000000082e-05
1.335136059470425796e+00 2.979080441384951428e-03 1.000000000000000082e-05
1.330528017239190008e+00 2.990587357347983515e-03 1.000000000000000082e-05
1.325935879044890520e+00 2.957283674221527787e-03 1.000000000000000082e-05
1.321359589996886630e+00 2.956194093563897611e-03 1.000000000000000082e-05
1.316799095393985208e+00 2.963582240268782496e-03 1.000000000000000082e-05
1.312254340723786994e+00 2.946785581825722960e-03 1.000000000000000082e-05
1.307725271662034672e+00 2.945384589747135351e-03 1.000000000000000082e-05
1.303211834071963615e+00 2.938228663853583410e-03 1.000000000000000082e-05
1.298713974003655958e+00 2.929297322481807728e-03 1.000000000000000082e-05
1.294231637693393555e+00 2.926438698972444984e-03 1.000000000000000082e-05
1.289764771563017609e+00 2.923204173312453791e-03 1.000000000000000082e-05
1.285313322219285626e+00 2.908063151576374510e-03 1.000000000000000082e-05
1.280877236453235923e+00 2.896920898937884944e-03 1.000000000000000082e-05
1.276456461239549922e+00 2.890669266682047763e-03 1.000000000000000082e-05
1.272050943735919315e+00 2.888142947281124862e-03 1.000000000000000082e-05
1.267660631282413242e+00 2.889966785493614920e-03 1.000000000000000082e-05
1.263285471400849236e+00 2.890016967444019019e-03 1.000000000000000082e-05
1.258925411794167060e+00 2.901744850937039953e-03 1.000000000000000082e-05
1.254580400345802538e+00 2.904739919601640862e-03 1.000000000000000082e-05
1.250250385119064500e+00 2.906029780898386830e-03 1.000000000000000082e-05
1.245935314356514167e+00 2.914649580282330493e-03 1.000000000000000082e-05
1.241635136479347201e+00 2.918642687239761998e-03 1.000000000000000082e-05
1.237349800086775753e+00 2.920580204329161975e-03 1.000000000000000082e-05
1.233079253955415622e+00 2.922762642491946554e-03 1.000000000000000082e-05
1.228823447038672745e+00 2.935020875706748425e-03 1.000000000000000082e-05
1.224582328466133463e+00 2.933056716554569877e-03 1.000000000000000082e-05
1.220355847542956784e+00 2.941475218390038077e-03 1.000000000000000082e-05
1.216143953749267981e+00 2.944902949831629257e-03 1.000000000000000082e-05
1.211946596739555293e+00 2.954573731969663102e-03 1.000000000000000082e-05
1.207763726342066857e+00 2.959199331678191453e-03 1.000000000000000082e-05
1.203595292558212515e+00 2.962830039275926759e-03 1.000000000000000082e-05
1.199441245561964964e+00 2.972212155347674512e-03 1.000000000000000082e-05
1.195301535699265560e+00 2.981880850489423366e-03 1.000000000000000082e-05
1.191176113487429022e+00 2.993066594068676152e-03 1.000000000000000082e-05
1.187064929614553677e+00 3.000267760236524379e-03 1.000000000000000082e-05
1.182967934938930599e+00 3.000295860932038379e-03 1.000000000000000082e-05
1.178885080488457193e+00 2.995267464031260273e-03 1.000000000000000082e-05
1.174816317460051440e+00 3.020883615066557396e-03 1.000000000000000082e-05
1.170761597219068806e+00 3.008964338514031299e-03 1.000000000000000082e-05
1.166720871298720041e+00 2.996250079047622396e-03 1.000000000000000082e-05
1.162694091399492979e+00 3.006711128672251692e-03 1.000000000000000082e-05
1.158681209388574773e+00 3.015777842261531221e-03 1.000000000000000082e-05
1.154682177299276358e+00 2.994186363067978703e-03 1.000000000000000082e-05
1.150696947330458908e+00 2.989829017504774811e-03 1.000000000000000082e-05
1.146725471845963629e+00 2.982378323086829798e-03 1.000000000000000082e-05
1.142767703374040211e+00 2.981801490777485995e-03 1.000000000000000082e-05
1.138823594606781953e+00 2.987540387775694268e-03 1.000000000000000082e-05
1.134893098399558653e+00 2.983533354773945049e-03 1.000000000000000082e-05
1.130976167770452845e+00 2.974172719670119692e-03 1.000000000000000082e-05
1.127072755899699796e+00 2.991046921594285070e-03 1.000000000000000082e-05
1.123182816129126183e+00 2.986384105700888060e-03 1.000000000000000082e-05
1.119306301961593197e+00 2.980537815000107015e-03 1.000000000000000082e-05
1.115443167060440777e+00 2.968063379610190889e-03 1.000000000000000082e-05
1.111593365248933596e+00 2.948778288829436919e-03 1.000000000000000082e-05
1.107756850509709068e+00 2.944144827989812231e-03 1.000000000000000082e-05
1.103933576984227338e+00 2.928490181578087374e-03 1.000000000000000082e-05
1.100123498972222835e+00 2.929538978318209190e-03 1.000000000000000082e-05
1.096326570931159150e+00 2.931645254388552842e-03 1.000000000000000082e-05
1.092542747475682585e+00 2.925831670070467693e-03 1.000000000000000082e-05
1.088771983377081920e+00 2.914961437651901899e-03 1.000000000000000082e-05
1.085014233562746178e+00 2.901698026457976299e-03 1.000000000000000082e-05
1.081269453115626833e+00 2.892019297153871835e-03 1.000000000000000082e-05
1.077537597273700021e+00 2.898117182268195296e-03 1.000000000000000082e-05
1.073818621429432074e+00 2.898358543736579817e-03 1.000000000000000082e-05
1.070112481129246618e+00 2.900705765834360721e-03 1.000000000000000082e-05
1.066419132072992548e+00 2.906184432024343407e-03 1.000000000000000082e-05
1.062738530113414459e+00 2.904578032145895862e-03 1.000000000000000082e-05
1.059070631255625727e+00 2.903569789353901628e-03 1.000000000000000082e-05
1.055415391656582269e+00 2.906860561603471452e-03 1.000000000000000082e-05
1.051772767624557403e+00 2.913008050775545144e-03 1.000000000000000082e-05
1.048142715618621823e+00 2.920211099545501864e-03 1.000000000000000082e-05
1.044525192248120904e+00 2.924412442376058893e-03 1.000000000000000082e-05
1.040920154272157561e+00 2.937572657420544926e-03 1.000000000000000082e-05
1.037327558599074662e+00 2.945049237987918799e-03 1.000000000000000082e-05
1.033747362285940108e+00 2.954613107081293082e-03 1.000000000000000082e-05
1.030179522538033465e+00 2.967581237376529842e-03 1.000000000000000082e-05
1.026623996708334374e+00 2.969238479090508930e-03 1.000000000000000082e-05
1.023080742297013623e+00 2.966302942059411037e-03 1.000000000000000082e-05
1.019549716950923779e+00 2.966881921661723709e-03 1.000000000000000082e-05
1.016030878463093812e+00 2.968379437136493392e-03 1.000000000000000082e-05
1.012524184772224167e+00 2.964572060324035217e-03 1.000000000000000082e-05
1.009029593962184501e+00 2.971975465668793420e-03 1.000000000000000082e-05
1.005547064261512080e+00 2.974649899158248074e-03 1.000000000000000082e-05
1.002076554042913292e+00 2.969512007175613942e-03 1.000000000000000082e-05
9.986180218227644900e-01 2.961084473326444991e-03 1.000000000000000082e-05
9.951714262606181638e-01 2.975424209502364192e-03 1.000000000000000082e-05
9.917367261587071159e-01 2.959650645094095197e-03 1.000000000000000082e-05
9.883138804614532980e-01 2.967283802807248010e-03 1.000000000000000082e-05
9.849028482549762042e-01 2.957000800666868736e-03 1.000000000000000082e-05
9.815035887666034853e-01 2.954048426631973156e-03 1.000000000000000082e-05
9.781160613643850033e-01 2.947023002321841074e-03 1.000000000000000082e-05
9.747402255566062212e-01 2.941683411282160730e-03 1.000000000000000082e-05
9.713760409913038130e-01 2.948966083156261304e-03 1.000000000000000082e-05
9.680234674557843810e-01 2.943371529879411797e-03 1.000000000000000082e-05
9.646824648761423981e-01 2.940321150993040634e-03 1.000000000000000082e-05
9.613529933167831443e-01 2.934945187392071914e-03 1.000000000000000082e-05
9.580350129799434233e-01 2.930018111352858737e-03 1.000000000000000082e-05
9.547284842052168319e-01 2.923179321251941857e-03 1.000000000000000082e-05
9.514333674690795828e-01 2.922125164381019456e-03 1.000000000000000082e-05
9.481496233844181054e-01 2.914375617769210652e-03 1.000000000000000082e-05
9.448772127000578669e-01 2.911047983880293583e-03 1.000000000000000082e-05
9.416160963002947470e-01 2.913289685803186271e-03 1.000000000000000082e-05
9.383662352044269683e-01 2.913299272020271162e-03 1.000000000000000082e-05
9.351275905662896903e-01 2.920005234757889600e-03 1.000000000000000082e-05
9.319001236737901595e-01 2.919127052805127985e-03 1.000000000000000082e-05
9.286837959484450788e-01 2.908037210344579463e-03 1.000000000000000082e-05
9.254785689449199770e-01 2.900792652032836271e-03 1.000000000000000082e-05
9.222844043505689093e-01 2.898688727313743045e-03 1.000000000000000082e-05
9.191012639849770460e-01 2.914909826354681113e-03 1.000000000000000082e-05
9.159291097995042596e-01 2.933866118913040257e-03 1.000000000000000082e-05
9.127679038768297115e-01 2.951174379763513590e-03 1.000000000000000082e-05
9.096176084304995468e-01 2.969111797626967485e-03 1.000000000000000082e-05
9.064781858044744789e-01 2.979736905113729815e-03 1.000000000000000082e-05
9.033495984726801487e-01 2.979461760474759642e-03 1.000000000000000082e-05
9.002318090385583726e-01 2.999486393084483792e-03 1.000000000000000082e-05
8.971247802346199451e-01 2.977533888186146682e-03 1.000000000000000082e-05
8.940284749219998828e-01 2.990731878450029243e-03 1.000000000000000082e-05
8.909428560900120031e-01 2.990468246633001381e-03 1.000000000000000082e-05
8.878678868557084991e-01 2.958779904621549901e-03 1.000000000000000082e-05
8.848035304634381815e-01 2.942302986258099867e-03 1.000000000000000082e-05
8.817497502844059420e-01 2.939418002789842208e-03 1.000000000000000082e-05
8.787065098162369914e-01 2.941551072721127879e-03 1.000000000000000082e-05
8.756737726825390977e-01 2.938652611941978791e-03 1.000000000000000082e-05
