CENTRALWAVELNG,PL_TRANDEP,PL_TRANDEPERR
3.39222,0.33104,0.0272
3.3929,0.24869,0.02743
3.39357,0.31758,0.02584
3.39425,0.25819,0.02611
3.39492,0.32822,0.02788
3.3956,0.33678,0.02824
3.39628,0.30691,0.02742
3.39695,0.28631,0.02729
3.39763,0.29096,0.02805
3.3983,0.32764,0.02709
3.39898,0.31842,0.02751
3.39965,0.32609,0.02647
3.40033,0.3008,0.02698
3.40101,0.2865,0.02563
3.40168,0.29337,0.02644
3.40236,0.27213,0.02619
3.40303,0.2522,0.02697
3.40371,0.30585,0.02697
3.40438,0.32708,0.02749
3.40506,0.28349,0.02797
3.40573,0.24708,0.02751
3.40641,0.27769,0.02764
3.40708,0.32889,0.02693
3.40776,0.3308,0.02681
3.40843,0.32213,0.02753
3.40911,0.27468,0.02775
3.40979,0.32139,0.02683
3.41046,0.29797,0.02633
3.41114,0.27436,0.02698
3.41181,0.31413,0.02689
3.41249,0.33178,0.02738
3.41316,0.3148,0.02756
3.41384,0.30715,0.02762
3.41451,0.3242,0.02858
3.41519,0.27164,0.02708
3.41587,0.28519,0.02843
3.41654,0.28356,0.02738
3.41722,0.26385,0.02669
3.41789,0.30485,0.0254
3.41857,0.29025,0.02656
3.41924,0.24964,0.02597
3.41992,0.26931,0.02597
3.42059,0.27686,0.02678
3.42127,0.34161,0.02659
3.42194,0.26603,0.02725
3.42262,0.34907,0.02552
3.4233,0.28101,0.02558
3.42397,0.31463,0.02683
3.42464,0.30648,0.02714
3.42532,0.30525,0.02671
3.426,0.31419,0.02578
3.42667,0.26958,0.02672
3.42735,0.27181,0.02702
3.42802,0.3076,0.02603
3.4287,0.3632,0.0273
3.42937,0.34764,0.02846
3.43005,0.32768,0.02663
3.43073,0.32472,0.02707
3.4314,0.29598,0.02549
3.43207,0.27335,0.02564
3.43275,0.27627,0.0281
3.4341,0.31152,0.02937
3.43477,0.30953,0.02595
3.43545,0.30547,0.02639
3.43613,0.25375,0.0264
3.4368,0.31868,0.02597
3.43748,0.27309,0.02536
3.43815,0.26073,0.02728
3.43883,0.35803,0.02645
3.4395,0.3156,0.02666
3.44018,0.29577,0.02756
3.44085,0.25953,0.02586
3.44221,0.3428,0.02691
3.44288,0.2895,0.02693
3.44355,0.35687,0.02694
3.44423,0.28063,0.02695
3.4449,0.35538,0.02702
3.44558,0.32307,0.0273
3.44626,0.30509,0.02582
3.44693,0.32023,0.02724
3.44761,0.29895,0.02608
3.44828,0.34196,0.02746
3.44895,0.26493,0.02679
3.44963,0.3198,0.02771
3.45031,0.31853,0.02666
3.45098,0.32165,0.02658
3.45166,0.30685,0.02715
3.45233,0.32545,0.02553
3.45301,0.33318,0.02671
3.45368,0.28254,0.0276
3.45436,0.30307,0.0267
3.45503,0.30347,0.02609
3.45571,0.24045,0.02814
3.45638,0.27445,0.02655
3.45706,0.23892,0.02577
3.45773,0.30841,0.03028
3.45908,0.28905,0.02941
3.45976,0.26009,0.02737
3.46043,0.29791,0.02782
3.46111,0.31795,0.02831
3.46178,0.29361,0.0261
3.46246,0.31073,0.02646
3.46313,0.2556,0.02712
3.46381,0.31216,0.02731
3.46448,0.30585,0.02605
3.46516,0.30572,0.02645
3.46583,0.2596,0.02666
3.46651,0.30877,0.02657
3.46718,0.31464,0.02712
3.46786,0.27971,0.02641
3.46853,0.29863,0.0266
3.46921,0.28142,0.02582
3.46988,0.32724,0.02649
3.47056,0.25896,0.02593
3.47123,0.30075,0.0271
3.47191,0.38437,0.02722
3.47258,0.32105,0.02573
3.47326,0.36419,0.02721
3.47393,0.28027,0.02611
3.47461,0.27447,0.02722
3.47528,0.31783,0.0269
3.47596,0.28157,0.02617
3.47663,0.30808,0.02643
3.47731,0.27527,0.02701
3.47798,0.28948,0.02648
3.47866,0.30794,0.02673
3.47933,0.30301,0.02716
3.48001,0.2804,0.0273
3.48068,0.31121,0.02769
3.48136,0.32779,0.0276
3.48203,0.29803,0.0269
3.48271,0.28713,0.02734
3.48338,0.30057,0.02623
3.48406,0.30462,0.02716
3.48473,0.29056,0.02795
3.48541,0.3253,0.02738
3.48608,0.32805,0.02678
3.48676,0.23066,0.02717
3.48743,0.28407,0.0265
3.4881,0.31586,0.02582
3.48878,0.3353,0.0269
3.48945,0.32888,0.02735
3.49013,0.32656,0.0278
3.49081,0.32926,0.02787
3.49148,0.28567,0.02764
3.49215,0.30142,0.02739
3.49283,0.31087,0.02552
3.4935,0.24846,0.02643
3.49418,0.27688,0.02786
3.49553,0.26215,0.02654
3.49621,0.29053,0.02625
3.49688,0.25171,0.02656
3.49755,0.27627,0.02684
3.4989,0.29667,0.02539
3.49958,0.33423,0.02634
3.50025,0.30161,0.02735
3.50093,0.29878,0.02632
3.5016,0.28347,0.02654
3.50227,0.29502,0.02769
3.50295,0.30127,0.02713
3.5043,0.31299,0.02696
3.50497,0.32301,0.02764
3.50565,0.32318,0.0268
3.50632,0.25397,0.02666
3.507,0.28591,0.02688
3.50767,0.31202,0.02743
3.50834,0.31452,0.0277
3.50902,0.32827,0.02716
3.50969,0.28715,0.0265
3.51037,0.34187,0.02765
3.51104,0.30336,0.02785
3.51172,0.30821,0.02748
3.51239,0.32774,0.02792
3.51307,0.26996,0.02617
3.51374,0.29878,0.02767
3.51442,0.3013,0.02638
3.51509,0.30371,0.02758
3.51577,0.31092,0.02766
3.51644,0.34434,0.02683
3.51712,0.3017,0.02789
3.51779,0.29145,0.02748
3.51847,0.28174,0.02544
3.51914,0.30397,0.02717
3.51981,0.35397,0.0275
3.52049,0.28689,0.02719
3.52117,0.32385,0.02782
3.52184,0.2855,0.02758
3.52252,0.25019,0.02715
3.52319,0.32022,0.02653
3.52386,0.28836,0.02746
3.52454,0.25917,0.02686
3.52521,0.28889,0.02722
3.52588,0.30164,0.0269
3.52656,0.31088,0.0264
3.52724,0.28213,0.02748
3.52791,0.29189,0.02565
3.52858,0.35959,0.0281
3.52926,0.37029,0.02844
3.52993,0.30102,0.0271
3.53061,0.32974,0.02711
3.53128,0.33572,0.02725
3.53196,0.32191,0.02814
3.53263,0.3398,0.02674
3.5333,0.3379,0.02699
3.53398,0.36803,0.02727
3.53465,0.27199,0.02728
3.536,0.28363,0.02693
3.53668,0.31036,0.02774
3.53735,0.33087,0.02803
3.53803,0.30933,0.02698
3.5387,0.30345,0.02739
3.53938,0.32136,0.0274
3.54005,0.31909,0.02623
3.54072,0.2681,0.02599
3.5414,0.28902,0.02765
3.54208,0.25485,0.02576
3.54275,0.30099,0.02747
3.54342,0.31058,0.02626
3.5441,0.30032,0.02695
3.54477,0.29844,0.0265
3.54544,0.34515,0.02791
3.54612,0.34267,0.02814
3.54679,0.26065,0.0279
3.54747,0.3304,0.0279
3.54814,0.32606,0.02635
3.54881,0.24571,0.02718
3.54949,0.34423,0.02733
3.55016,0.31536,0.02748
3.55084,0.27286,0.02643
3.55151,0.32418,0.02795
3.55219,0.30168,0.02724
3.55286,0.31044,0.0261
3.55353,0.26417,0.02674
3.55421,0.25961,0.02751
3.55556,0.32392,0.02728
3.55623,0.29437,0.02758
3.55691,0.29469,0.02774
3.55758,0.31779,0.02697
3.55826,0.28053,0.02764
3.55893,0.25635,0.0276
3.5596,0.28417,0.0262
3.56028,0.28037,0.02555
3.56095,0.27731,0.02715
3.56163,0.24625,0.02644
3.5623,0.28901,0.02844
3.56297,0.32532,0.02774
3.56365,0.27712,0.0271
3.56432,0.32986,0.02754
3.565,0.34157,0.02902
3.56567,0.28128,0.02608
3.56635,0.30622,0.02716
3.56702,0.31958,0.02796
3.56769,0.30426,0.02862
3.56837,0.25413,0.02789
3.56904,0.26053,0.02685
3.56972,0.30625,0.02758
3.57039,0.24212,0.02653
3.57106,0.30721,0.02833
3.57174,0.29101,0.02821
3.57241,0.24161,0.02774
3.57309,0.28129,0.02711
3.57376,0.33452,0.02722
3.57443,0.37053,0.02833
3.57511,0.34043,0.02801
3.57578,0.28381,0.02807
3.57646,0.29817,0.0285
3.57713,0.30196,0.02805
3.57781,0.28241,0.02782
3.57848,0.27919,0.02775
3.57916,0.33184,0.02797
3.57983,0.2412,0.0259
3.5805,0.27554,0.027
3.58118,0.36383,0.02808
3.58185,0.32357,0.0283
3.58252,0.33321,0.02867
3.5832,0.30004,0.02558
3.58387,0.31736,0.02613
3.58454,0.25907,0.02704
3.58522,0.27069,0.02894
3.58589,0.3102,0.02831
3.58657,0.27509,0.02749
3.58724,0.2623,0.02667
3.58791,0.2976,0.02824
3.58859,0.32367,0.02757
3.58926,0.3164,0.02883
3.58994,0.29404,0.02802
3.59061,0.31955,0.02763
3.59128,0.27146,0.02801
3.59196,0.26737,0.02796
3.59263,0.24478,0.02792
3.59331,0.33102,0.02716
3.59398,0.28264,0.02722
3.59465,0.24963,0.0264
3.59533,0.29691,0.02699
3.596,0.25389,0.02799
3.59668,0.2956,0.02787
3.59735,0.28353,0.02686
3.59802,0.29811,0.02777
3.5987,0.30415,0.02797
3.59937,0.30049,0.02775
3.60005,0.31374,0.02739
3.60072,0.3047,0.02736
3.60139,0.23373,0.02771
3.60207,0.24915,0.02719
3.60274,0.32333,0.02874
3.60341,0.28787,0.02698
3.60409,0.33578,0.02686
3.60476,0.3011,0.02726
3.60544,0.3501,0.02598
3.60678,0.34522,0.02834
3.60746,0.30636,0.027
3.60813,0.25461,0.02757
3.6088,0.32508,0.0282
3.60948,0.33812,0.02776
3.61082,0.26054,0.0277
3.6115,0.32831,0.02817
3.61218,0.24008,0.02792
3.61285,0.28166,0.02793
3.61352,0.32359,0.02778
3.6142,0.28643,0.02714
3.61487,0.30105,0.02766
3.61554,0.26721,0.02768
3.61622,0.27265,0.02828
3.61689,0.32259,0.02785
3.61756,0.32594,0.02708
3.61824,0.34716,0.02693
3.61892,0.32029,0.02745
3.61958,0.28225,0.0267
3.62026,0.25475,0.02807
3.62093,0.27982,0.02765
3.62161,0.27978,0.02725
3.62228,0.30986,0.02773
3.62295,0.24647,0.02652
3.62363,0.28411,0.02868
3.6243,0.26967,0.02804
3.62497,0.28308,0.02767
3.62564,0.33212,0.02898
3.62632,0.2619,0.0272
3.62699,0.32664,0.02736
3.62767,0.33217,0.02855
3.62834,0.27576,0.02858
3.62901,0.3025,0.02795
3.62969,0.2866,0.02873
3.63036,0.26422,0.02818
3.63104,0.34202,0.02816
3.63171,0.24363,0.02766
3.63238,0.36788,0.0288
3.63306,0.29064,0.02838
3.63373,0.24532,0.02813
3.6344,0.29362,0.02822
3.63508,0.27083,0.0278
3.63575,0.31532,0.02924
3.63643,0.31666,0.03002
3.6371,0.27746,0.02842
3.63777,0.31494,0.02857
3.63844,0.30207,0.02841
3.63979,0.235,0.02718
3.64047,0.28222,0.02967
3.64114,0.31862,0.02913
3.64181,0.29081,0.02797
3.64248,0.28708,0.02802
3.64316,0.29826,0.02893
3.64383,0.3385,0.02782
3.64518,0.2893,0.02845
3.64653,0.34341,0.02892
3.64787,0.31721,0.02808
3.64854,0.28145,0.02847
3.64922,0.25112,0.02775
3.64989,0.2942,0.02821
3.65057,0.29351,0.02715
3.65124,0.31292,0.0279
3.65192,0.3104,0.02865
3.65258,0.28018,0.02725
3.65326,0.30922,0.0277
3.65393,0.31245,0.02866
3.6546,0.27915,0.02801
3.65528,0.31568,0.02833
3.65595,0.28253,0.0285
3.65662,0.28955,0.02879
3.6573,0.30526,0.02823
3.65798,0.34122,0.02846
3.65932,0.28294,0.02708
3.65999,0.32698,0.02928
3.66067,0.25323,0.02807
3.66134,0.30944,0.02902
3.66201,0.26478,0.02877
3.66268,0.33698,0.02821
3.66336,0.30717,0.02804
3.66403,0.32434,0.02885
3.66471,0.27059,0.02742
3.66538,0.26413,0.02698
3.66672,0.28115,0.02819
3.6674,0.28607,0.02866
3.66807,0.29969,0.02793
3.66875,0.30067,0.02776
3.66942,0.30646,0.02801
3.67009,0.24982,0.02771
3.67076,0.29176,0.02865
3.67144,0.31795,0.02903
3.67211,0.29579,0.02849
3.67278,0.28795,0.02843
3.67346,0.25779,0.02813
3.67413,0.30646,0.0289
3.6748,0.32057,0.03004
3.67548,0.27263,0.02728
3.67615,0.23594,0.0286
3.67682,0.30951,0.02818
3.6775,0.29255,0.02903
3.67817,0.31485,0.02741
3.68019,0.284,0.02906
3.68086,0.2569,0.02944
3.68153,0.28436,0.02873
3.68221,0.32703,0.0281
3.68288,0.31796,0.0285
3.68355,0.27579,0.02846
3.68423,0.30527,0.0292
3.6849,0.36771,0.02818
3.68557,0.28149,0.02805
3.68625,0.32126,0.02898
3.68692,0.26712,0.02832
3.68759,0.32851,0.02751
3.68826,0.31489,0.02919
3.68894,0.30844,0.02884
3.68961,0.26606,0.0274
3.69028,0.29678,0.0279
3.69096,0.28571,0.0283
3.69163,0.3134,0.02747
3.6923,0.28872,0.02939
3.69298,0.30611,0.02785
3.69365,0.26807,0.02958
3.69432,0.25434,0.0284
3.695,0.28628,0.02607
3.69567,0.31074,0.02807
3.69634,0.28972,0.02895
3.69701,0.32716,0.02956
3.69769,0.30475,0.02951
3.69836,0.30416,0.03045
3.69903,0.30808,0.0289
3.69971,0.27755,0.02937
3.70038,0.31088,0.02846
3.70105,0.33002,0.02852
3.70172,0.26797,0.02897
3.70307,0.36521,0.02851
3.70374,0.32923,0.02897
3.70442,0.33605,0.02974
3.70509,0.33556,0.02894
3.70576,0.26887,0.02918
3.70643,0.29711,0.02956
3.70711,0.32059,0.02798
3.70778,0.34285,0.02884
3.70845,0.36549,0.02924
3.70913,0.29596,0.02934
3.7098,0.32442,0.02892
3.71047,0.26659,0.02932
3.71114,0.27649,0.02648
3.71181,0.33464,0.02815
3.71249,0.29543,0.02883
3.71316,0.28806,0.02832
3.71383,0.32227,0.02976
3.7145,0.29177,0.0273
3.71518,0.23338,0.02735
3.71585,0.34197,0.02915
3.71653,0.3148,0.02991
3.71787,0.28806,0.03019
3.82356,0.32424,0.03024
3.82423,0.28315,0.02961
3.8249,0.29275,0.02996
3.82557,0.32968,0.0306
3.82625,0.24596,0.02847
3.82692,0.32574,0.03097
3.82759,0.2623,0.02972
3.82826,0.33056,0.02978
3.82893,0.21994,0.02843
3.82961,0.32051,0.03028
3.83028,0.2558,0.02748
3.83095,0.25264,0.02981
3.83162,0.35652,0.02982
3.83229,0.27925,0.02982
3.83296,0.25097,0.02932
3.83363,0.23372,0.03007
3.83431,0.30231,0.0307
3.83498,0.27893,0.03052
3.83565,0.31191,0.02986
3.83632,0.2843,0.0299
3.83699,0.28971,0.02985
3.83766,0.27115,0.03052
3.83833,0.24185,0.03023
3.839,0.28651,0.03016
3.83968,0.29827,0.03067
3.84035,0.23077,0.02967
3.84102,0.33809,0.02877
3.84169,0.27296,0.03043
3.84236,0.2852,0.02994
3.84304,0.30017,0.02972
3.8437,0.27718,0.03005
3.84438,0.2864,0.02983
3.84505,0.34716,0.02972
3.84572,0.2734,0.03009
3.84639,0.29612,0.02977
3.84706,0.30387,0.03023
3.84774,0.3038,0.02971
3.8484,0.30434,0.03015
3.84908,0.26267,0.02922
3.84975,0.27337,0.03108
3.85042,0.31418,0.03068
3.85109,0.31296,0.02999
3.85176,0.32489,0.03087
3.85244,0.2888,0.03021
3.85311,0.30237,0.0301
3.85378,0.34659,0.03113
3.85445,0.23379,0.02907
3.85512,0.30984,0.0316
3.85579,0.30175,0.03118
3.85646,0.34736,0.03055
3.85714,0.28838,0.03107
3.85781,0.30073,0.03075
3.85848,0.27608,0.02993
3.85915,0.27701,0.02951
3.85982,0.33882,0.02949
3.86049,0.33468,0.02966
3.86116,0.31913,0.02982
3.86183,0.30499,0.03152
3.86251,0.22209,0.03043
3.86317,0.29261,0.03144
3.86385,0.2971,0.0305
3.86452,0.28709,0.03065
3.86519,0.33561,0.03115
3.86586,0.23923,0.03128
3.86653,0.28357,0.03111
3.8672,0.29154,0.03082
3.86788,0.25402,0.03078
3.86855,0.29437,0.03004
3.86922,0.29246,0.03084
3.86989,0.29946,0.0301
3.87056,0.31814,0.03121
3.87123,0.3271,0.03144
3.8719,0.33338,0.03189
3.87257,0.31525,0.03213
3.87325,0.27997,0.03129
3.87392,0.33495,0.0283
3.87459,0.29283,0.03069
3.87526,0.29471,0.03078
3.87593,0.31404,0.03085
3.8766,0.28403,0.03006
3.87727,0.2875,0.03207
3.87794,0.27784,0.02948
3.87862,0.25126,0.0304
3.87929,0.29997,0.03033
3.87996,0.27411,0.03085
3.88063,0.23562,0.03005
3.8813,0.29209,0.03059
3.88197,0.35372,0.03088
3.88264,0.28807,0.0316
3.88331,0.30024,0.02944
3.88398,0.27745,0.02969
3.88465,0.23034,0.03094
3.88533,0.28713,0.02997
3.886,0.28164,0.02937
3.88667,0.32414,0.03162
3.88734,0.27099,0.03034
3.88801,0.31305,0.0305
3.88868,0.27165,0.03142
3.88935,0.32771,0.0303
3.89002,0.36554,0.03076
3.89069,0.27933,0.03098
3.89137,0.3083,0.03021
3.89204,0.32527,0.03208
3.89271,0.32424,0.03205
3.89338,0.33059,0.03197
3.89405,0.33141,0.03263
3.89472,0.34441,0.03202
3.89539,0.25885,0.03132
3.89606,0.31048,0.02993
3.89673,0.2987,0.03091
3.89741,0.28073,0.03092
3.89807,0.25361,0.03103
3.89875,0.29602,0.03181
3.89942,0.27911,0.03179
3.90009,0.26461,0.0305
3.90076,0.32833,0.02998
3.90143,0.3312,0.03172
3.9021,0.24011,0.03071
3.90277,0.24821,0.02996
3.90344,0.32819,0.03183
3.90411,0.29102,0.0305
3.90479,0.28162,0.03096
3.90546,0.30889,0.03107
3.90613,0.33313,0.03032
3.90679,0.309,0.03151
3.90747,0.28032,0.03118
3.90814,0.25208,0.03175
3.90881,0.31038,0.03272
3.90948,0.28924,0.03091
3.91015,0.29524,0.03109
3.91082,0.30274,0.03125
3.91149,0.28298,0.03257
3.91216,0.29397,0.03378
3.91283,0.24818,0.03079
3.91351,0.31238,0.03265
3.91418,0.2826,0.0321
3.91485,0.30502,0.03267
3.91552,0.23364,0.02983
3.91619,0.29282,0.03188
3.91686,0.26154,0.03012
3.91753,0.23559,0.03113
3.9182,0.29683,0.03223
3.91887,0.25984,0.03122
3.91954,0.28843,0.03166
3.92021,0.29628,0.03202
3.92088,0.31329,0.03177
3.92155,0.2765,0.029
3.92222,0.27083,0.0302
3.92289,0.31182,0.03072
3.92357,0.30748,0.03196
3.92424,0.27955,0.03112
3.92491,0.31821,0.03149
3.92558,0.31623,0.03154
3.92625,0.22889,0.03155
3.92692,0.27631,0.03204
3.92759,0.31032,0.03133
3.92893,0.25029,0.03135
3.9296,0.30594,0.03068
3.93027,0.29841,0.03172
3.93094,0.24836,0.03053
3.93161,0.28335,0.03152
3.93228,0.31376,0.03231
3.93295,0.29909,0.03149
3.93363,0.38574,0.0321
3.9343,0.29652,0.03206
3.93497,0.33329,0.03141
3.93564,0.30757,0.03389
3.93631,0.32632,0.03181
3.93697,0.30663,0.03249
3.93765,0.2557,0.03079
3.93832,0.31473,0.03228
3.93899,0.27368,0.03041
3.93966,0.24536,0.03217
3.94033,0.28281,0.03154
3.941,0.35807,0.0316
3.94167,0.2542,0.03144
3.94234,0.30483,0.03125
3.94301,0.27234,0.03164
3.94368,0.27793,0.03336
3.94435,0.32472,0.03272
3.94502,0.28237,0.03114
3.94569,0.29071,0.03136
3.94636,0.28645,0.03134
3.94703,0.25791,0.03223
3.9477,0.2695,0.03295
3.94838,0.29937,0.0319
3.94904,0.27662,0.0312
3.94972,0.36973,0.03391
3.95039,0.35567,0.03298
3.95106,0.30273,0.03258
3.95173,0.29646,0.03159
3.9524,0.30632,0.03272
3.95307,0.3627,0.03145
3.95374,0.2721,0.03156
3.95441,0.27463,0.03125
3.95508,0.26377,0.03003
3.95575,0.31687,0.03233
3.95642,0.24564,0.03095
3.95709,0.32669,0.03266
3.95776,0.2723,0.03053
3.95843,0.28593,0.03229
3.9591,0.32453,0.03268
3.95977,0.32764,0.03322
3.96044,0.22928,0.03206
3.96111,0.32024,0.03198
3.96178,0.30653,0.03206
3.96245,0.30706,0.03142
3.96312,0.2828,0.03141
3.96379,0.30171,0.03253
3.96446,0.25308,0.03154
3.96513,0.27316,0.03268
3.9658,0.26555,0.03101
3.96647,0.30611,0.0318
3.96714,0.27146,0.03112
3.96781,0.26629,0.03198
3.96848,0.34383,0.03206
3.96916,0.30798,0.03228
3.96982,0.28706,0.03245
3.97049,0.25815,0.03198
3.97116,0.30161,0.03122
3.97183,0.35013,0.03218
3.9725,0.3143,0.03277
3.97318,0.2814,0.0334
3.97384,0.27112,0.03094
3.97451,0.25798,0.03269
3.97519,0.28513,0.03118
3.97586,0.28162,0.03291
3.97653,0.32356,0.03168
3.9772,0.26528,0.03228
3.97787,0.32539,0.03422
3.97853,0.25257,0.03264
3.97921,0.33591,0.03275
3.97988,0.31832,0.0332
3.98055,0.36661,0.03103
3.98121,0.30051,0.03168
3.98189,0.28584,0.03258
3.98256,0.2802,0.0341
3.98323,0.34832,0.03438
3.9839,0.28591,0.03312
3.98456,0.27479,0.03344
3.98524,0.34659,0.03344
3.98591,0.3762,0.03479
3.98658,0.25841,0.03348
3.98725,0.329,0.03303
3.98792,0.29303,0.03336
3.98858,0.29071,0.03308
3.98926,0.2555,0.03173
3.98993,0.33294,0.03506
3.9906,0.33534,0.03336
3.99127,0.28467,0.03507
3.99194,0.25525,0.03391
3.9926,0.27018,0.03144
3.99328,0.23313,0.03257
3.99395,0.30398,0.03222
3.99462,0.30684,0.03194
3.99528,0.26842,0.03321
3.99596,0.24498,0.03199
3.99662,0.31774,0.03308
3.99729,0.31816,0.03218
3.99796,0.31788,0.03228
3.99864,0.3292,0.03082
3.99931,0.29801,0.03282
3.99998,0.29549,0.03189
4.00064,0.30472,0.03183
4.00132,0.28116,0.03308
4.00198,0.33276,0.03235
4.00265,0.30447,0.0332
4.00332,0.25333,0.03207
4.00399,0.31388,0.03071
4.00467,0.30591,0.03391
4.00533,0.27389,0.03291
4.006,0.28205,0.0332
4.00667,0.29076,0.0334
4.00734,0.3275,0.03396
4.00801,0.32315,0.03199
4.00868,0.27723,0.03187
4.00935,0.30874,0.03381
4.01002,0.34377,0.03314
4.01069,0.2766,0.03109
4.01136,0.24058,0.03247
4.01203,0.22485,0.03122
4.0127,0.31206,0.03219
4.01337,0.38548,0.03422
4.01404,0.29193,0.03273
4.01471,0.26903,0.03318
4.01538,0.31406,0.03283
4.01605,0.33259,0.03423
4.01672,0.2672,0.03258
4.01739,0.31321,0.03493
4.01806,0.30152,0.03322
4.01873,0.34215,0.03325
4.0194,0.30131,0.03419
4.02007,0.24598,0.03253
4.02074,0.26124,0.03178
4.02141,0.32235,0.03157
4.02208,0.25744,0.03205
4.02274,0.30316,0.03296
4.02342,0.24904,0.03299
4.02408,0.29725,0.03363
4.02476,0.38073,0.03325
4.02542,0.33574,0.03277
4.02609,0.30969,0.0338
4.02676,0.27081,0.03311
4.02743,0.25117,0.03374
4.0281,0.33103,0.03168
4.02877,0.24188,0.03332
4.02944,0.32804,0.03215
4.03011,0.25838,0.03299
4.03078,0.28062,0.0347
4.03145,0.28453,0.03297
4.03212,0.32975,0.03327
4.03279,0.30265,0.03283
4.03346,0.31111,0.03379
4.03413,0.35009,0.03443
4.0348,0.28578,0.03234
4.03547,0.29799,0.03322
4.03614,0.28192,0.03302
4.03681,0.29746,0.03475
4.03748,0.27643,0.03292
4.03814,0.3184,0.03365
4.03881,0.34099,0.03459
4.03948,0.36312,0.03436
4.04015,0.29481,0.03315
4.04082,0.27491,0.03421
4.04149,0.22786,0.03398
4.04216,0.33373,0.03423
4.04283,0.33351,0.0345
4.0435,0.20943,0.03387
4.04417,0.22006,0.03501
4.04484,0.25657,0.03595
4.04551,0.25684,0.03405
4.04618,0.30931,0.03392
4.04685,0.25362,0.03369
4.04752,0.36003,0.03358
4.04819,0.30023,0.0326
4.04885,0.23914,0.03128
4.04952,0.28416,0.03445
4.05019,0.30076,0.03449
4.05086,0.21661,0.03469
4.05153,0.29931,0.03401
4.0522,0.28758,0.03403
4.05287,0.29184,0.03382
4.05354,0.25486,0.0337
4.05421,0.22713,0.03249
4.05488,0.27763,0.03309
4.05555,0.32529,0.0344
4.05622,0.29318,0.03404
4.05689,0.31293,0.03363
4.05756,0.33776,0.03452
4.05823,0.32711,0.03379
4.05889,0.20425,0.0308
4.05956,0.30065,0.03434
4.06024,0.34717,0.03739
4.0609,0.3271,0.03479
4.06157,0.29364,0.03528
4.06224,0.25832,0.03356
4.06291,0.28504,0.03498
4.06358,0.25729,0.03375
4.06425,0.24045,0.03492
4.06492,0.30279,0.03387
4.06559,0.28031,0.03097
4.06625,0.30472,0.0328
4.06693,0.31898,0.03391
4.0676,0.25885,0.03465
4.06893,0.28208,0.03441
4.0696,0.23071,0.03512
4.07027,0.34474,0.03415
4.07094,0.34317,0.03452
4.07161,0.25063,0.0331
4.07228,0.33064,0.03587
4.07295,0.29288,0.0338
4.07361,0.28849,0.03518
4.07428,0.31507,0.03666
4.07495,0.27877,0.03593
4.07562,0.3597,0.03496
4.07629,0.30609,0.03497
4.07696,0.30198,0.03437
4.07763,0.29652,0.03336
4.0783,0.27569,0.03512
4.07897,0.29084,0.0352
4.07964,0.30908,0.03492
4.08031,0.26388,0.03341
4.08097,0.27583,0.03478
4.08165,0.27457,0.03471
4.08231,0.27123,0.03418
4.08298,0.30647,0.03669
4.08365,0.20883,0.03717
4.08432,0.27159,0.03469
4.08499,0.32395,0.03587
4.08566,0.3226,0.03674
4.08633,0.22515,0.03442
4.087,0.2689,0.03459
4.08766,0.29552,0.03651
4.08833,0.31046,0.03578
4.089,0.29455,0.03592
4.08967,0.31928,0.03557
4.09034,0.2694,0.03275
4.09101,0.34636,0.03557
4.09168,0.32316,0.03441
4.09235,0.32121,0.0343
4.09302,0.23635,0.03495
4.09368,0.25289,0.03569
4.09435,0.29751,0.03655
4.09502,0.29567,0.03614
4.09569,0.23074,0.03435
4.09636,0.27129,0.03468
4.09703,0.24316,0.03424
4.0977,0.28336,0.03371
4.09837,0.27925,0.0349
4.09904,0.31543,0.03484
4.0997,0.3171,0.03467
4.10037,0.3089,0.0348
4.10104,0.27185,0.0341
4.10171,0.21488,0.0341
4.10238,0.29959,0.03577
4.10305,0.22231,0.0339
4.10372,0.28918,0.03518
4.10438,0.29448,0.03457
4.10505,0.26106,0.03585
4.10572,0.28786,0.03462
4.10639,0.30324,0.03333
4.10706,0.31438,0.03313
4.10773,0.27772,0.03368
4.1084,0.28867,0.03534
4.10907,0.3415,0.04011
4.10973,0.26327,0.03573
4.1104,0.24132,0.03493
4.11107,0.28964,0.03675
4.11174,0.32726,0.0342
4.11241,0.31012,0.03609
4.11308,0.22992,0.03531
4.11375,0.29612,0.03407
4.11442,0.32905,0.03439
4.11508,0.28052,0.0353
4.11575,0.29578,0.03451
4.11642,0.29432,0.03568
4.11709,0.3175,0.03493
4.11776,0.26493,0.0326
4.11843,0.31215,0.03439
4.11909,0.34495,0.03516
4.11976,0.27814,0.03502
4.12043,0.32233,0.03702
4.1211,0.30207,0.03554
4.12177,0.28824,0.03693
4.12244,0.30403,0.03758
4.12311,0.31596,0.03633
4.12378,0.28476,0.03535
4.12445,0.24238,0.03514
4.12511,0.31488,0.03619
4.12578,0.32137,0.03567
4.12645,0.26653,0.03456
4.12712,0.3104,0.03533
4.12779,0.24757,0.0373
4.12846,0.23868,0.03621
4.12912,0.27853,0.03715
4.12979,0.29638,0.0351
4.13046,0.2913,0.03701
4.13113,0.30159,0.03689
4.1318,0.32932,0.03668
4.13246,0.31841,0.03499
4.13313,0.35012,0.03656
4.1338,0.23777,0.03717
4.13447,0.27871,0.03597
4.13514,0.27129,0.03571
4.13581,0.288,0.03584
4.13647,0.22362,0.03611
4.13714,0.30494,0.03659
4.13781,0.32349,0.03634
