CENTRALWAVELNG,PL_TRANDEP,PL_TRANDEPERR
4.13848,0.28166,0.03592
4.13915,0.31049,0.03654
4.13982,0.30111,0.03792
4.14048,0.3657,0.03622
4.14116,0.28371,0.03581
4.14182,0.27889,0.0351
4.14249,0.29829,0.03676
4.14316,0.29836,0.03576
4.14383,0.28883,0.03742
4.1445,0.25793,0.03518
4.14516,0.28004,0.03449
4.14583,0.3009,0.03558
4.1465,0.34525,0.03671
4.14717,0.2957,0.03699
4.14784,0.29698,0.03645
4.14851,0.25708,0.03507
4.14917,0.32509,0.03668
4.14984,0.28382,0.03688
4.15051,0.29348,0.0363
4.15118,0.3232,0.03627
4.15185,0.32132,0.03626
4.15251,0.32521,0.03648
4.15318,0.31908,0.03584
4.15385,0.30494,0.03629
4.15452,0.28746,0.0347
4.15519,0.27626,0.03598
4.15585,0.29085,0.03597
4.15652,0.26351,0.03568
4.15719,0.32708,0.03561
4.15786,0.33646,0.03588
4.15853,0.23561,0.03725
4.1592,0.35446,0.038
4.15987,0.26905,0.03548
4.16053,0.2838,0.03807
4.1612,0.32648,0.0363
4.16187,0.27521,0.03708
4.16254,0.28834,0.03633
4.16321,0.33165,0.03753
4.16387,0.21077,0.03392
4.16454,0.33591,0.0364
4.16521,0.33961,0.03754
4.16588,0.26188,0.03668
4.16655,0.36456,0.03755
4.16721,0.32294,0.03866
4.16788,0.3443,0.03703
4.16855,0.30015,0.03612
4.16922,0.33144,0.03767
4.16989,0.31875,0.03841
4.17055,0.32109,0.03682
4.17122,0.25457,0.03796
4.17189,0.30709,0.0377
4.17256,0.32256,0.03682
4.17322,0.32623,0.03661
4.17389,0.34705,0.03645
4.17456,0.31675,0.03619
4.17523,0.3529,0.03977
4.17589,0.27868,0.03626
4.17657,0.25305,0.0369
4.17723,0.2498,0.0362
4.1779,0.29759,0.03719
4.17857,0.2723,0.03588
4.17924,0.33745,0.03832
4.1799,0.27961,0.0361
4.18057,0.28903,0.03678
4.18124,0.26939,0.03689
4.18191,0.26801,0.03631
4.18258,0.30798,0.03787
4.18324,0.27513,0.03777
4.18391,0.31727,0.03786
4.18458,0.28775,0.03798
4.18525,0.27195,0.03515
4.18592,0.37553,0.03782
4.18658,0.20569,0.03498
4.18725,0.28946,0.03741
4.18792,0.25655,0.03737
4.18859,0.34395,0.03786
4.18926,0.33815,0.03563
4.18992,0.27212,0.03709
4.19059,0.26313,0.03775
4.19126,0.36963,0.03804
4.19193,0.32068,0.03818
4.1926,0.3343,0.03121
4.19326,0.28327,0.03802
4.19393,0.21689,0.03612
4.1946,0.27327,0.03752
4.19526,0.31359,0.03718
4.19593,0.23941,0.03643
4.1966,0.28469,0.03729
4.19727,0.38954,0.03916
4.19794,0.31699,0.0386
4.1986,0.37718,0.03742
4.19927,0.30206,0.03677
4.19994,0.31248,0.03803
4.20061,0.28668,0.03661
4.20127,0.29981,0.03477
4.20194,0.29368,0.03548
4.20261,0.31496,0.03805
4.20328,0.32725,0.04033
4.20394,0.28999,0.03943
4.20461,0.32588,0.0396
4.2053,0.32104,0.03724
4.20595,0.30772,0.03894
4.20661,0.28025,0.03724
4.20728,0.2991,0.03754
4.20795,0.28329,0.03606
4.20862,0.30891,0.03861
4.20928,0.31849,0.03841
4.20995,0.27837,0.03971
4.21062,0.31122,0.03748
4.21129,0.359,0.0364
4.21196,0.30141,0.03752
4.21262,0.25576,0.03819
4.21329,0.34626,0.04138
4.21396,0.25039,0.04012
4.21462,0.38874,0.03549
4.21529,0.33568,0.03842
4.21596,0.28997,0.03615
4.21663,0.21212,0.03733
4.2173,0.31343,0.03745
4.21797,0.27535,0.03469
4.21863,0.22578,0.03593
4.2193,0.31102,0.03803
4.21997,0.265,0.03869
4.22063,0.27178,0.03671
4.2213,0.2986,0.03846
4.22197,0.29037,0.03879
4.22263,0.33946,0.03828
4.2233,0.30037,0.03875
4.22397,0.28549,0.0371
4.22464,0.22721,0.03688
4.22531,0.2806,0.0379
4.22597,0.28932,0.03781
4.22664,0.25986,0.03851
4.22731,0.2828,0.03768
4.22798,0.27308,0.03765
4.22864,0.28969,0.03797
4.22931,0.30431,0.03883
4.22997,0.2836,0.03758
4.23064,0.28114,0.03873
4.23131,0.3019,0.03701
4.23198,0.34897,0.03704
4.23264,0.32816,0.03816
4.23331,0.33653,0.0394
4.23398,0.21793,0.03781
4.23464,0.30585,0.03731
4.23531,0.31244,0.03754
4.23598,0.31277,0.03824
4.23665,0.26807,0.03842
4.23732,0.31701,0.03758
4.23798,0.23962,0.03776
4.23865,0.3482,0.0376
4.23932,0.27816,0.03563
4.23999,0.30401,0.03869
4.24065,0.29387,0.03849
4.24131,0.41539,0.03986
4.24199,0.38629,0.04141
4.24265,0.27167,0.03497
4.24332,0.28903,0.03947
4.24399,0.37956,0.03832
4.24466,0.23215,0.03856
4.24532,0.3884,0.0374
4.24599,0.25705,0.03786
4.24666,0.24256,0.03165
4.24732,0.29559,0.03816
4.24799,0.32643,0.03729
4.24866,0.25803,0.0387
4.24932,0.30831,0.03718
4.24999,0.27698,0.03932
4.25066,0.29844,0.03776
4.25133,0.31931,0.0396
4.25199,0.28926,0.03919
4.25266,0.28718,0.03878
4.25333,0.32063,0.03965
4.25399,0.27615,0.03785
4.25466,0.27528,0.03979
4.25533,0.29034,0.03749
4.25599,0.3099,0.03757
4.25666,0.34067,0.03894
4.25733,0.25952,0.03757
4.258,0.27795,0.03912
4.25867,0.33868,0.03856
4.25933,0.30433,0.03853
4.26,0.27705,0.03732
4.26066,0.34696,0.0413
4.26133,0.31318,0.03792
4.262,0.29981,0.03854
4.26266,0.27919,0.03802
4.26333,0.25496,0.03958
4.264,0.31183,0.04265
4.26467,0.35367,0.03844
4.26533,0.32415,0.0377
4.266,0.32152,0.03746
4.26667,0.31939,0.03878
4.26733,0.29003,0.03811
4.268,0.26992,0.03848
4.26867,0.29134,0.03753
4.26933,0.24615,0.04046
4.27,0.38114,0.03967
4.27067,0.26571,0.03762
4.27133,0.35355,0.03891
4.272,0.31068,0.04228
4.27267,0.27951,0.03876
4.27334,0.32829,0.03812
4.274,0.31395,0.03877
4.27467,0.31356,0.03912
4.27533,0.26057,0.03765
4.27601,0.2993,0.0394
4.27667,0.32064,0.03925
4.27734,0.32742,0.03798
4.278,0.39397,0.03652
4.27867,0.27373,0.03811
4.27934,0.27922,0.03813
4.28,0.25964,0.03794
4.28067,0.31715,0.03995
4.28134,0.27919,0.03905
4.282,0.2434,0.03924
4.28267,0.24227,0.03993
4.28334,0.24543,0.03916
4.284,0.31684,0.04059
4.28467,0.20532,0.03787
4.28534,0.30986,0.03812
4.286,0.25723,0.03798
4.28667,0.28212,0.03888
4.28734,0.3224,0.03998
4.288,0.2893,0.03975
4.28867,0.27114,0.03755
4.28934,0.30477,0.04034
4.29,0.27937,0.03952
4.29067,0.33717,0.04086
4.29134,0.28787,0.03874
4.292,0.29644,0.03971
4.29267,0.35233,0.04142
4.29333,0.37561,0.04119
4.294,0.35415,0.04007
4.29467,0.3235,0.04089
4.29533,0.31941,0.04197
4.298,0.30594,0.04172
4.29867,0.3548,0.04088
4.29934,0.30133,0.04046
4.3,0.27667,0.04087
4.30067,0.31774,0.04012
4.30134,0.2976,0.04153
4.302,0.28939,0.04227
4.30267,0.32362,0.04224
4.30333,0.32235,0.04223
4.304,0.30668,0.0401
4.30467,0.29466,0.04045
4.30533,0.2957,0.04055
4.306,0.25698,0.04156
4.30666,0.29254,0.0392
4.30733,0.25537,0.04034
4.308,0.25068,0.04133
4.30866,0.32664,0.04105
4.30933,0.3221,0.03998
4.31,0.21652,0.03405
4.31066,0.26915,0.03936
4.31133,0.29116,0.04128
4.312,0.28327,0.04027
4.31266,0.2849,0.03906
4.31333,0.28032,0.04015
4.314,0.29414,0.04199
4.31466,0.22421,0.04084
4.31532,0.32855,0.04093
4.31599,0.31396,0.0429
4.31666,0.26434,0.04183
4.31733,0.27686,0.04322
4.31799,0.3324,0.04266
4.31866,0.38606,0.04123
4.31933,0.28469,0.04196
4.31999,0.26226,0.04329
4.32066,0.30392,0.04179
4.32132,0.30489,0.04224
4.32199,0.29948,0.04084
4.32266,0.26938,0.03946
4.32332,0.21768,0.04242
4.32399,0.34781,0.04226
4.32466,0.39225,0.04299
4.32532,0.31302,0.04219
4.32599,0.30475,0.04163
4.32665,0.28675,0.04214
4.32732,0.28647,0.04074
4.32799,0.31221,0.04172
4.32865,0.30574,0.04387
4.32932,0.30378,0.04236
4.32998,0.24947,0.041
4.33065,0.20989,0.04206
4.33132,0.31091,0.04219
4.33198,0.28867,0.03964
4.33265,0.345,0.04204
4.33332,0.33188,0.04243
4.33398,0.22744,0.0398
4.33465,0.32395,0.04143
4.33531,0.30741,0.04125
4.33598,0.30567,0.04255
4.33665,0.29635,0.04239
4.33731,0.30519,0.04046
4.33797,0.23276,0.03944
4.33864,0.27039,0.04159
4.33931,0.36838,0.04142
4.33997,0.29498,0.0421
4.34064,0.2223,0.04226
4.34131,0.33563,0.04228
4.34197,0.28712,0.04135
4.34264,0.37013,0.04153
4.3433,0.24624,0.04172
4.34397,0.3471,0.04278
4.34464,0.28027,0.04284
4.3453,0.26851,0.04172
4.34597,0.36744,0.04325
4.34664,0.40737,0.04338
4.3473,0.32166,0.04266
4.34797,0.30567,0.04415
4.34863,0.23245,0.0416
4.3493,0.32263,0.04317
4.34997,0.21048,0.04229
4.35063,0.25411,0.04367
4.3513,0.35252,0.04585
4.35196,0.25243,0.04255
4.35263,0.32588,0.04181
4.35329,0.41684,0.04481
4.35396,0.28233,0.0437
4.35463,0.36485,0.04425
4.35529,0.40516,0.0417
4.35596,0.22782,0.04197
4.35662,0.32658,0.04266
4.35729,0.31727,0.04221
4.35796,0.30369,0.04404
4.35862,0.27752,0.04252
4.35929,0.26415,0.04294
4.35995,0.25328,0.04364
4.36062,0.27512,0.04423
4.36128,0.27513,0.04356
4.36195,0.31311,0.04223
4.36262,0.3338,0.04343
4.36328,0.31958,0.04529
4.36395,0.26532,0.04484
4.36461,0.26446,0.04322
4.36528,0.36197,0.0442
4.36595,0.31669,0.04219
4.36661,0.25561,0.04155
4.36728,0.31267,0.04498
4.36794,0.34839,0.04218
4.36861,0.33829,0.04267
4.36927,0.31755,0.04166
4.36994,0.29517,0.04273
4.3706,0.33645,0.04174
4.37127,0.3017,0.04427
4.37193,0.28222,0.04456
4.3726,0.29241,0.04189
4.37327,0.35248,0.04361
4.37393,0.28491,0.03743
4.3746,0.35321,0.04382
4.37526,0.34845,0.04488
4.37593,0.26098,0.04117
4.3766,0.36183,0.04463
4.37726,0.31744,0.04379
4.37792,0.26268,0.04342
4.37859,0.3124,0.04486
4.37926,0.32836,0.04495
4.37992,0.26674,0.04487
4.38059,0.24005,0.04268
4.38125,0.31027,0.04381
4.38192,0.28324,0.04445
4.38258,0.30664,0.04287
4.38325,0.19786,0.04245
4.38391,0.25225,0.04149
4.38458,0.32662,0.04169
4.38525,0.2334,0.0426
4.38591,0.33291,0.04628
4.38658,0.31592,0.04521
4.38724,0.2733,0.04231
4.38791,0.316,0.04269
4.38857,0.27949,0.04336
4.38924,0.34809,0.04324
4.3899,0.25639,0.04363
4.39057,0.23107,0.04354
4.39124,0.32755,0.04433
4.3919,0.29541,0.04223
4.39257,0.29918,0.04332
4.39323,0.26481,0.04353
4.3939,0.27477,0.04598
4.39456,0.30414,0.04386
4.39523,0.23971,0.04297
4.39589,0.21367,0.04316
4.39656,0.30239,0.0459
4.39722,0.35733,0.04619
4.39789,0.25429,0.04383
4.39855,0.28975,0.04678
4.39922,0.3324,0.04338
4.39989,0.25713,0.04271
4.40055,0.30029,0.04431
4.40121,0.28944,0.0448
4.40188,0.23216,0.04388
4.40255,0.34953,0.04718
4.40321,0.28176,0.04675
4.40388,0.3413,0.0415
4.40454,0.3022,0.04941
4.4052,0.38256,0.04581
4.40587,0.36189,0.0462
4.40654,0.31983,0.04599
4.4072,0.1688,0.04623
4.40787,0.30485,0.04684
4.40853,0.23901,0.04562
4.4092,0.30269,0.04396
4.40986,0.20925,0.04593
4.41053,0.3357,0.04653
4.41119,0.28455,0.04753
4.41186,0.26876,0.04558
4.41252,0.33874,0.04498
4.41319,0.28558,0.04584
4.41385,0.24798,0.0459
4.41452,0.2286,0.04525
4.41518,0.25659,0.04691
4.41585,0.34707,0.04737
4.41651,0.2957,0.04564
4.41718,0.25581,0.04383
4.41784,0.24552,0.04637
4.41851,0.32981,0.04578
4.41918,0.24587,0.04215
4.41984,0.25061,0.04499
4.4205,0.25884,0.04749
4.42117,0.26775,0.04813
4.42184,0.26323,0.04569
4.4225,0.33929,0.04567
4.42316,0.28894,0.04591
4.42383,0.33433,0.04367
4.42449,0.28525,0.04455
4.42516,0.34035,0.04842
4.42582,0.26079,0.04662
4.42649,0.307,0.04467
4.42715,0.36089,0.04249
4.42782,0.33712,0.04279
4.42848,0.26397,0.04522
4.42914,0.29078,0.04568
4.42981,0.24692,0.04534
4.43048,0.33845,0.04866
4.43114,0.3325,0.04447
4.43181,0.26979,0.04368
4.43248,0.29108,0.04304
4.43314,0.23017,0.04636
4.4338,0.29146,0.04509
4.43447,0.25236,0.04729
4.43513,0.27534,0.04799
4.4358,0.27229,0.0457
4.43646,0.31906,0.04692
4.43713,0.25939,0.04595
4.43779,0.22576,0.04428
4.43846,0.34582,0.04686
4.43912,0.36195,0.04812
4.43979,0.33247,0.048
4.44045,0.33062,0.04966
4.44112,0.29547,0.04698
4.44178,0.25005,0.04322
4.44245,0.29331,0.04496
4.44311,0.32696,0.042
4.44378,0.19453,0.04392
4.44444,0.26858,0.04816
4.44511,0.30961,0.04789
4.44577,0.24514,0.04334
4.44643,0.35921,0.04598
4.4471,0.30705,0.0449
4.44776,0.34867,0.04396
4.44843,0.31598,0.04542
4.44909,0.29707,0.04641
4.44976,0.21113,0.04242
4.45042,0.28602,0.04923
4.45109,0.29833,0.04582
4.45175,0.24491,0.0434
4.45242,0.24864,0.044
4.45308,0.36417,0.04862
4.45374,0.26233,0.04469
4.45441,0.23937,0.04565
4.45507,0.27086,0.04563
4.45574,0.37971,0.04742
4.4564,0.27796,0.04617
4.45707,0.31615,0.04528
4.45773,0.27636,0.04507
4.4584,0.30621,0.0478
4.45906,0.31829,0.04909
4.45973,0.41297,0.04654
4.46039,0.28709,0.04657
4.46105,0.35076,0.04779
4.46172,0.39045,0.04706
4.46238,0.26449,0.04564
4.46305,0.31458,0.04317
4.46371,0.37682,0.04493
4.46438,0.28867,0.04569
4.46503,0.35917,0.04531
4.4657,0.31974,0.04837
4.46637,0.33488,0.04794
4.46703,0.36275,0.04896
4.4677,0.3024,0.04606
4.46836,0.26169,0.0444
4.46903,0.33795,0.04578
4.46969,0.28743,0.0474
4.47036,0.34275,0.04678
4.47102,0.23184,0.04864
4.47168,0.29196,0.04843
4.47235,0.27631,0.04741
4.47301,0.24164,0.04599
4.47368,0.26557,0.0443
4.47434,0.29721,0.04568
4.47501,0.35319,0.04707
4.47567,0.33083,0.04882
4.47634,0.32788,0.04994
4.477,0.15739,0.04262
4.47767,0.21614,0.04846
4.47833,0.18931,0.04462
4.47899,0.29473,0.04556
4.47966,0.29852,0.04424
4.48032,0.33848,0.04717
4.48099,0.33509,0.04815
4.48165,0.26455,0.04702
4.48232,0.27513,0.04773
4.48298,0.32814,0.048
4.48364,0.31729,0.04762
4.48431,0.28123,0.04402
4.48497,0.28506,0.04978
4.48563,0.29053,0.04808
4.4863,0.34324,0.04716
4.48696,0.2496,0.04704
4.48763,0.24832,0.04742
4.48829,0.328,0.0445
4.48895,0.22013,0.04733
4.48962,0.31387,0.05034
4.49028,0.28677,0.05054
4.49095,0.3475,0.04615
4.49161,0.27514,0.04655
4.49228,0.34664,0.04603
4.49294,0.38715,0.04866
4.49361,0.307,0.04801
4.49427,0.22375,0.04697
4.49493,0.30817,0.05041
4.4956,0.34501,0.05113
4.49626,0.20308,0.04557
4.49693,0.47831,0.04858
4.49759,0.29326,0.04894
4.49825,0.22365,0.04736
4.49892,0.22172,0.04547
4.49958,0.32972,0.04607
4.50025,0.34471,0.05036
4.50091,0.28421,0.05066
4.50157,0.2634,0.04583
4.50224,0.34383,0.04603
4.50291,0.23121,0.04687
4.50357,0.33665,0.04833
4.50423,0.32555,0.04598
4.50489,0.28288,0.05
4.50556,0.28191,0.04875
4.50622,0.2745,0.04888
4.50688,0.31284,0.04787
4.50755,0.3174,0.04673
4.50821,0.32866,0.04868
4.50888,0.20014,0.0463
4.50954,0.36502,0.04829
4.5102,0.27631,0.04487
4.51087,0.36413,0.04148
4.51153,0.26804,0.0474
4.5122,0.304,0.04783
4.51286,0.32611,0.05101
4.51352,0.3569,0.04921
4.51419,0.36521,0.04831
4.51485,0.34053,0.0493
4.51551,0.33969,0.04696
4.51618,0.35716,0.0496
4.51684,0.29425,0.04775
4.51751,0.28333,0.04443
4.51817,0.31621,0.04826
4.51884,0.22881,0.04665
4.5195,0.16953,0.04855
4.52016,0.23845,0.04662
4.52083,0.4198,0.05031
4.52149,0.31819,0.05051
4.52215,0.26836,0.04859
4.52281,0.28203,0.04855
4.52348,0.38041,0.05035
4.52414,0.29662,0.04948
4.52481,0.38009,0.053
4.52547,0.27481,0.04782
4.52613,0.23483,0.04922
4.5268,0.30162,0.04888
4.52746,0.29093,0.05027
4.52812,0.29563,0.05122
4.52945,0.36845,0.04723
4.53012,0.3431,0.04598
4.53078,0.29349,0.04973
4.53144,0.35553,0.04306
4.53211,0.323,0.05165
4.53277,0.30737,0.05228
4.53343,0.29323,0.05079
4.5341,0.30389,0.04966
4.53476,0.34145,0.0477
4.53542,0.27856,0.04736
4.53609,0.2843,0.04775
4.53675,0.34244,0.04968
4.53742,0.31318,0.04769
4.53808,0.28199,0.04797
4.53874,0.15253,0.05031
4.5394,0.27478,0.04921
4.54007,0.31899,0.05165
4.54073,0.25654,0.05037
4.54139,0.33432,0.04984
4.54206,0.22647,0.04908
4.54272,0.281,0.0494
4.54339,0.2923,0.04825
4.54405,0.29207,0.04761
4.54471,0.31806,0.05135
4.54537,0.30398,0.05212
4.54604,0.40905,0.05009
4.5467,0.2816,0.05026
4.54737,0.32672,0.04961
4.54803,0.33381,0.04586
4.54869,0.31969,0.04897
4.54936,0.28607,0.04954
4.55002,0.29887,0.04641
4.55068,0.22172,0.04872
4.55135,0.20054,0.05021
4.55201,0.33225,0.0529
4.55267,0.25165,0.05026
4.55334,0.3066,0.04811
4.554,0.2849,0.04792
4.55467,0.30092,0.04844
4.55532,0.31077,0.04806
4.55599,0.28522,0.04747
4.55665,0.30833,0.04915
4.55732,0.22286,0.04744
4.55798,0.44058,0.05142
4.55864,0.28312,0.04877
4.55931,0.31969,0.05024
4.55997,0.19377,0.04512
4.56063,0.26401,0.04784
4.5613,0.30555,0.05113
4.56196,0.24701,0.05074
4.56262,0.26717,0.05034
4.56329,0.2694,0.05102
4.56461,0.34138,0.05054
4.56528,0.29139,0.048
4.56594,0.33072,0.05117
4.5666,0.26902,0.04883
4.56726,0.26448,0.05046
4.56793,0.28963,0.04998
4.56859,0.323,0.05028
4.56925,0.39778,0.05099
4.56991,0.30574,0.05136
4.57058,0.27149,0.05002
4.57124,0.2759,0.05139
4.5719,0.24211,0.04525
4.57256,0.22501,0.04731
4.57323,0.37339,0.05117
4.57389,0.28581,0.05132
4.57456,0.30861,0.05099
4.57522,0.28395,0.04852
4.57588,0.28107,0.05359
4.57655,0.31529,0.04937
4.57721,0.34521,0.05029
4.57787,0.26209,0.04308
4.57853,0.26252,0.04776
4.5792,0.30903,0.05087
4.57986,0.18909,0.04953
4.58052,0.25659,0.05239
4.58119,0.25578,0.05047
4.58185,0.38142,0.04832
4.58251,0.34321,0.05073
4.58317,0.2091,0.04786
4.58384,0.29514,0.05022
4.5845,0.28912,0.05056
4.58516,0.26478,0.05011
4.58648,0.38563,0.04957
4.58715,0.32288,0.05208
4.58782,0.37987,0.05157
4.58848,0.30216,0.05117
4.58914,0.24969,0.05214
4.5898,0.32012,0.05489
4.59047,0.27961,0.05144
4.59113,0.25309,0.04839
4.59179,0.27722,0.05057
4.59245,0.28133,0.04702
4.59312,0.32563,0.05084
4.59378,0.31718,0.05136
4.59444,0.29679,0.05211
4.5951,0.29798,0.05521
4.59577,0.31355,0.05378
4.59643,0.21004,0.047
4.59709,0.34984,0.04963
4.59775,0.28088,0.04978
4.59842,0.25372,0.05085
4.59908,0.37354,0.05351
4.59974,0.32897,0.0491
4.6004,0.29094,0.04801
4.60107,0.24421,0.04943
4.60173,0.2602,0.05161
4.6024,0.28412,0.0531
4.60306,0.3276,0.05264
4.60372,0.33338,0.0502
4.60438,0.3013,0.05537
4.60504,0.31935,0.05232
4.60571,0.24451,0.04734
4.60637,0.29746,0.05015
4.60703,0.33671,0.04951
4.6077,0.29449,0.04867
4.60836,0.25438,0.04898
4.60902,0.35811,0.05288
4.60968,0.25656,0.05476
4.61034,0.28646,0.05261
4.61101,0.24649,0.05048
4.61167,0.26577,0.04761
4.61233,0.34804,0.05049
4.61299,0.33482,0.04792
4.61366,0.25368,0.05139
4.61432,0.28966,0.05152
4.61498,0.27017,0.05196
4.61564,0.19334,0.05143
4.61631,0.2985,0.05341
4.61697,0.25032,0.05153
4.61763,0.23728,0.0501
4.61829,0.3411,0.05071
4.61896,0.27708,0.04908
4.61962,0.2581,0.0506
4.62028,0.36059,0.05291
4.62094,0.28515,0.05016
4.6216,0.26717,0.05075
4.62227,0.27216,0.04909
4.62293,0.37327,0.05232
4.62359,0.22791,0.05025
4.62426,0.24498,0.04899
4.62491,0.41911,0.05339
4.62558,0.30236,0.05325
4.62624,0.2609,0.05237
4.6269,0.3244,0.0521
4.62757,0.25979,0.04114
4.62822,0.25875,0.0478
4.62889,0.25571,0.04851
4.62955,0.19815,0.04965
4.63021,0.20673,0.05769
4.63088,0.28844,0.05241
4.63154,0.27921,0.05076
4.6322,0.20727,0.05111
4.63286,0.17171,0.0529
4.63352,0.40658,0.05437
4.63419,0.26086,0.05204
4.63485,0.28591,0.05191
4.63551,0.27987,0.05164
4.63617,0.28256,0.05277
4.63683,0.25828,0.05343
4.63749,0.24432,0.05208
4.63816,0.2711,0.05214
4.63882,0.27705,0.04411
4.63948,0.30945,0.05362
4.64015,0.30445,0.05086
4.64081,0.28137,0.05427
4.64147,0.25243,0.04987
4.64213,0.36956,0.05084
4.64279,0.21732,0.0507
4.64345,0.37822,0.05144
4.64412,0.2188,0.05431
4.64478,0.19828,0.04981
4.64544,0.25832,0.05308
4.6461,0.29778,0.05197
4.64677,0.27252,0.04361
4.64743,0.28977,0.04997
4.64809,0.31802,0.05129
4.64875,0.34312,0.052
4.64941,0.29719,0.05183
4.65008,0.25099,0.05199
4.65074,0.25774,0.05122
4.6514,0.25263,0.0511
4.65206,0.29876,0.05217
4.65272,0.36381,0.05582
4.65339,0.27034,0.05333
4.65405,0.26645,0.05225
4.65471,0.23985,0.04686
4.65537,0.2728,0.05093
4.65603,0.29012,0.04785
4.65669,0.28758,0.05147
4.65736,0.26036,0.05301
4.65802,0.24013,0.05174
4.65868,0.34576,0.05295
4.65934,0.26059,0.05228
4.66,0.33193,0.05511
4.66066,0.29652,0.05488
4.66133,0.36233,0.0539
4.66199,0.27215,0.05216
4.66265,0.25825,0.04877
4.66331,0.3168,0.05265
4.66397,0.21545,0.04501
4.66463,0.28652,0.05096
4.6653,0.27958,0.05358
4.66596,0.2407,0.05096
4.66662,0.33511,0.05534
4.66728,0.29235,0.05563
4.66795,0.30254,0.05394
4.66861,0.23898,0.05253
4.66927,0.30054,0.05248
4.66993,0.3058,0.0482
4.67059,0.32297,0.05089
4.67125,0.30237,0.05404
4.67191,0.34981,0.05274
4.67258,0.25387,0.05159
4.67324,0.35675,0.05434
4.6739,0.36179,0.054
4.67456,0.33703,0.0557
4.67522,0.23428,0.05333
4.67588,0.27937,0.05079
4.67654,0.38239,0.05285
4.67721,0.31154,0.05151
4.67787,0.38611,0.0523
4.67853,0.35137,0.05659
4.67919,0.31697,0.05183
4.67985,0.29555,0.0533
4.68051,0.1758,0.04635
4.68117,0.3862,0.05746
4.68183,0.34503,0.05285
4.6825,0.35611,0.05491
4.68316,0.2941,0.0522
4.68382,0.38696,0.05355
4.68448,0.2572,0.05146
4.68514,0.30009,0.05306
4.68581,0.30887,0.05394
4.68646,0.29612,0.05402
4.68713,0.35475,0.05161
4.68779,0.30577,0.05155
4.68845,0.27574,0.05419
4.68911,0.34854,0.053
4.68978,0.35418,0.05504
4.69043,0.26557,0.05013
4.6911,0.28319,0.0561
4.69176,0.22357,0.05219
4.69242,0.32999,0.05182
4.69308,0.22826,0.04688
4.69374,0.23567,0.05261
4.69441,0.38032,0.05386
4.69506,0.266,0.05346
4.69572,0.27019,0.05296
4.69639,0.26015,0.05038
4.69705,0.3256,0.05404
4.69771,0.31671,0.05349
4.69837,0.26182,0.05495
4.69903,0.34952,0.05547
4.69969,0.31734,0.0559
4.70035,0.25425,0.05269
4.70167,0.41551,0.0539
4.70234,0.36624,0.05495
4.703,0.33817,0.05615
4.70366,0.39236,0.05542
4.70432,0.21133,0.04941
4.70498,0.25889,0.05402
4.70564,0.25316,0.05457
4.7063,0.19195,0.05128
4.70696,0.22652,0.05389
4.70762,0.34579,0.05548
4.70828,0.27942,0.05481
4.70895,0.2556,0.05502
4.70961,0.27204,0.0544
4.71027,0.22888,0.0515
4.71093,0.25838,0.05303
4.71159,0.26692,0.0542
4.71225,0.30636,0.05169
4.71291,0.32636,0.0526
4.71357,0.28603,0.05344
4.71423,0.32322,0.05306
4.71489,0.30093,0.05339
4.71556,0.20671,0.05088
4.71622,0.33732,0.05392
4.71688,0.36176,0.0535
4.71754,0.32586,0.05396
4.7182,0.30096,0.05527
4.71886,0.2056,0.05287
4.71953,0.26573,0.05418
4.72019,0.34939,0.05486
4.72084,0.24876,0.05399
4.72151,0.27071,0.05263
4.72217,0.24209,0.05414
4.72283,0.20731,0.05143
4.72349,0.28546,0.0526
4.72415,0.29295,0.05259
4.72481,0.31282,0.05496
4.72547,0.32543,0.05374
4.72613,0.26506,0.05691
4.72679,0.2983,0.05427
4.72745,0.31825,0.05935
4.72811,0.24566,0.05055
4.72878,0.32583,0.05085
4.72944,0.20221,0.04944
4.73009,0.22589,0.04765
4.73075,0.29277,0.04978
4.73142,0.26773,0.0521
4.73208,0.33079,0.05151
4.73274,0.37828,0.05465
4.7334,0.28279,0.05706
4.73406,0.26736,0.05478
4.73472,0.26261,0.05366
4.73538,0.22567,0.0552
4.73604,0.35317,0.05493
4.7367,0.23444,0.05284
4.73736,0.25058,0.05011
4.73802,0.25719,0.05292
4.73869,0.24191,0.05269
4.73935,0.21767,0.05317
4.74001,0.24005,0.05463
4.74067,0.32321,0.0567
4.74133,0.32289,0.05343
4.74199,0.25249,0.05647
4.74265,0.2884,0.05091
4.74331,0.34812,0.05383
4.74463,0.27789,0.05414
4.74529,0.2484,0.05798
4.74595,0.24361,0.05516
4.74661,0.29801,0.05429
4.74727,0.34103,0.05346
4.74793,0.32016,0.05499
4.74859,0.38653,0.0573
4.74925,0.25228,0.05111
4.74991,0.32105,0.05721
4.75057,0.25631,0.05562
4.75124,0.23191,0.05433
4.75189,0.27565,0.05506
4.75256,0.24084,0.04736
4.75321,0.27342,0.05465
4.75388,0.26381,0.05346
4.75454,0.36993,0.05687
4.7552,0.33864,0.05668
4.75586,0.40211,0.06121
4.75652,0.34218,0.05496
4.75718,0.22039,0.0528
4.75784,0.30752,0.05567
4.7585,0.40317,0.05688
4.75916,0.27933,0.05646
4.75982,0.25676,0.05337
4.76048,0.29572,0.05509
4.76114,0.27296,0.05248
4.7618,0.19534,0.05289
4.76246,0.24647,0.05502
4.76312,0.30334,0.05553
4.76378,0.16462,0.04799
